email,password,fullName,userName,phoneNumber,userType
kennethrubin@gmail.com,kennethrubin349,Kenneth Rubin,KennethRubin,4023910091,alumni
josephmurphy@gmail.com,josephmurphy495,Joseph Murphy,JosephMurphy,5267961342,alumni
alexwilliamson@gmail.com,alexwilliamson610,Alex Williamson,AlexWilliamson,4777343079,alumni
georgegarcia@gmail.com,georgegarcia650,George Garcia,GeorgeGarcia,3648052355,alumni
andrewpark@gmail.com,andrewpark395,Andrew Park,AndrewPark,7118668608,alumni
jamescapel@gmail.com,jamescapel613,James Capel,JamesCapel,3453075736,alumni
robertsandberg@gmail.com,robertsandberg680,Robert Sandberg,RobertSandberg,6854424332,alumni
jamesprice@gmail.com,jamesprice516,James Price,JamesPrice,6658434434,alumni
timwest@gmail.com,timwest529,Tim West,TimWest,6513462913,alumni
davidbuxton@gmail.com,davidbuxton884,David Buxton,DavidBuxton,4408606698,alumni
gregorysperry@gmail.com,gregorysperry713,Gregory Sperry,GregorySperry,3590067098,alumni
rogerezzelle@gmail.com,rogerezzelle668,Roger Ezzelle,RogerEzzelle,1802324741,alumni
wilburcorrey@gmail.com,wilburcorrey514,Wilbur Correy,WilburCorrey,8593749467,alumni
jamesbyrd@gmail.com,jamesbyrd959,James Byrd,JamesByrd,3320557758,alumni
leoncreech@gmail.com,leoncreech347,Leon Creech,LeonCreech,6333016714,alumni
thomashummer@gmail.com,thomashummer582,Thomas Hummer,ThomasHummer,6447538255,alumni
gregorywright@gmail.com,gregorywright357,Gregory Wright,GregoryWright,1020068760,alumni
brianwilliams@gmail.com,brianwilliams932,Brian Williams,BrianWilliams,3527175219,alumni
richardknight@gmail.com,richardknight655,Richard Knight,RichardKnight,2054782989,alumni
allenthompson@gmail.com,allenthompson952,Allen Thompson,AllenThompson,4053270700,alumni
williamlam@gmail.com,williamlam442,William Lam,WilliamLam,5519506342,alumni
arielhan@gmail.com,arielhan155,Ariel Han,ArielHan,2464976270,alumni
williamlozano@gmail.com,williamlozano608,William Lozano,WilliamLozano,2223609548,alumni
henrylandess@gmail.com,henrylandess660,Henry Landess,HenryLandess,6077432762,alumni
patnichols@gmail.com,patnichols150,Pat Nichols,PatNichols,1339241765,alumni
josephgibson@gmail.com,josephgibson312,Joseph Gibson,JosephGibson,5403666512,alumni
joshuadennis@gmail.com,joshuadennis335,Joshua Dennis,JoshuaDennis,7639788170,alumni
nicholasjaeger@gmail.com,nicholasjaeger583,Nicholas Jaeger,NicholasJaeger,4306163225,alumni
loydmitchell@gmail.com,loydmitchell512,Loyd Mitchell,LoydMitchell,4378349513,alumni
rufusbrown@gmail.com,rufusbrown812,Rufus Brown,RufusBrown,1534361716,alumni
robertcraine@gmail.com,robertcraine406,Robert Craine,RobertCraine,7497048063,alumni
troymorris@gmail.com,troymorris207,Troy Morris,TroyMorris,8377179443,alumni
omarcushman@gmail.com,omarcushman355,Omar Cushman,OmarCushman,6555959982,alumni
christopherdavis@gmail.com,christopherdavis392,Christopher Davis,ChristopherDavis,2423077323,alumni
johnbrookshire@gmail.com,johnbrookshire391,John Brookshire,JohnBrookshire,9476298568,alumni
nicholaswestberry@gmail.com,nicholaswestberry779,Nicholas Westberry,NicholasWestberry,3062729911,alumni
fredbell@gmail.com,fredbell409,Fred Bell,FredBell,1522156750,alumni
barrykimes@gmail.com,barrykimes234,Barry Kimes,BarryKimes,9061914043,alumni
eddienivens@gmail.com,eddienivens132,Eddie Nivens,EddieNivens,1363279971,alumni
kylelloyd@gmail.com,kylelloyd386,Kyle Lloyd,KyleLloyd,1873277868,alumni
richardbailey@gmail.com,richardbailey929,Richard Bailey,RichardBailey,8630867115,alumni
ronaldsipriano@gmail.com,ronaldsipriano471,Ronald Sipriano,RonaldSipriano,7012974234,alumni
rubenjohnson@gmail.com,rubenjohnson731,Ruben Johnson,RubenJohnson,9044351418,alumni
lawrencemidgett@gmail.com,lawrencemidgett758,Lawrence Midgett,LawrenceMidgett,8613551101,alumni
jameswilliams@gmail.com,jameswilliams690,James Williams,JamesWilliams,3176562239,alumni
jamesschneider@gmail.com,jamesschneider597,James Schneider,JamesSchneider,4338558405,alumni
donaldgarcia@gmail.com,donaldgarcia891,Donald Garcia,DonaldGarcia,3099256249,alumni
roberthenkel@gmail.com,roberthenkel715,Robert Henkel,RobertHenkel,1422866779,alumni
jackmaxwell@gmail.com,jackmaxwell245,Jack Maxwell,JackMaxwell,7716212569,alumni
gilbertomartin@gmail.com,gilbertomartin340,Gilberto Martin,GilbertoMartin,5396888759,alumni
jameshubbard@gmail.com,jameshubbard290,James Hubbard,JamesHubbard,9075033772,alumni
sidneyflanagan@gmail.com,sidneyflanagan151,Sidney Flanagan,SidneyFlanagan,8616583962,alumni
toddhightower@gmail.com,toddhightower157,Todd Hightower,ToddHightower,5286663137,alumni
matthewlogan@gmail.com,matthewlogan223,Matthew Logan,MatthewLogan,7588517968,alumni
davidepstein@gmail.com,davidepstein352,David Epstein,DavidEpstein,2536310623,alumni
donaldkaleta@gmail.com,donaldkaleta620,Donald Kaleta,DonaldKaleta,1497721952,alumni
mathewmoore@gmail.com,mathewmoore350,Mathew Moore,MathewMoore,8663557483,alumni
adamcollins@gmail.com,adamcollins119,Adam Collins,AdamCollins,3086978098,alumni
juanlilley@gmail.com,juanlilley636,Juan Lilley,JuanLilley,8074696488,alumni
matthewschumacher@gmail.com,matthewschumacher999,Matthew Schumacher,MatthewSchumacher,4916226888,alumni
drewnelson@gmail.com,drewnelson553,Drew Nelson,DrewNelson,6840439070,alumni
bertedwards@gmail.com,bertedwards496,Bert Edwards,BertEdwards,8383064662,alumni
georgeandrew@gmail.com,georgeandrew850,George Andrew,GeorgeAndrew,4836806830,alumni
hectorcurtis@gmail.com,hectorcurtis609,Hector Curtis,HectorCurtis,3956829349,alumni
marklabruzzo@gmail.com,marklabruzzo730,Mark Labruzzo,MarkLabruzzo,7572066290,alumni
kevinhwang@gmail.com,kevinhwang927,Kevin Hwang,KevinHwang,6447325088,alumni
deshawnwheatley@gmail.com,deshawnwheatley579,Deshawn Wheatley,DeshawnWheatley,6130326744,alumni
davidwilliams@gmail.com,davidwilliams903,David Williams,DavidWilliams,2918256949,alumni
charleskeefer@gmail.com,charleskeefer653,Charles Keefer,CharlesKeefer,3933180661,alumni
philhayes@gmail.com,philhayes526,Phil Hayes,PhilHayes,3146618978,alumni
thomaslongerbeam@gmail.com,thomaslongerbeam279,Thomas Longerbeam,ThomasLongerbeam,1057597821,alumni
rodneynoakes@gmail.com,rodneynoakes159,Rodney Noakes,RodneyNoakes,6928459880,alumni
robertharris@gmail.com,robertharris813,Robert Harris,RobertHarris,8021791917,alumni
garylopez@gmail.com,garylopez630,Gary Lopez,GaryLopez,9148395449,alumni
troytims@gmail.com,troytims400,Troy Tims,TroyTims,6140131940,alumni
verncayton@gmail.com,verncayton576,Vern Cayton,VernCayton,3887279742,alumni
carlsweene@gmail.com,carlsweene850,Carl Sweene,CarlSweene,7107135545,alumni
michaelhyatt@gmail.com,michaelhyatt748,Michael Hyatt,MichaelHyatt,2599574448,alumni
theodorenails@gmail.com,theodorenails205,Theodore Nails,TheodoreNails,9390322079,alumni
majorpollock@gmail.com,majorpollock209,Major Pollock,MajorPollock,2928568366,alumni
steveroten@gmail.com,steveroten631,Steve Roten,SteveRoten,2552923195,alumni
ianmartin@gmail.com,ianmartin362,Ian Martin,IanMartin,8978540662,alumni
pablobennett@gmail.com,pablobennett558,Pablo Bennett,PabloBennett,8205571830,alumni
mitchellgriffey@gmail.com,mitchellgriffey409,Mitchell Griffey,MitchellGriffey,7303426124,alumni
michaelbaranowski@gmail.com,michaelbaranowski139,Michael Baranowski,MichaelBaranowski,9757086218,alumni
fredparsons@gmail.com,fredparsons798,Fred Parsons,FredParsons,8442365237,alumni
bradfaulkner@gmail.com,bradfaulkner687,Brad Faulkner,BradFaulkner,3053402240,alumni
vernonnigro@gmail.com,vernonnigro453,Vernon Nigro,VernonNigro,3479744338,alumni
steveporter@gmail.com,steveporter116,Steve Porter,StevePorter,5232919023,alumni
jerrypatrick@gmail.com,jerrypatrick940,Jerry Patrick,JerryPatrick,3661263568,alumni
terrywilliams@gmail.com,terrywilliams200,Terry Williams,TerryWilliams,1415155259,alumni
raleighgraham@gmail.com,raleighgraham848,Raleigh Graham,RaleighGraham,7808220448,alumni
jeffreysegal@gmail.com,jeffreysegal823,Jeffrey Segal,JeffreySegal,5543707764,alumni
zacharysteffens@gmail.com,zacharysteffens843,Zachary Steffens,ZacharySteffens,3016684377,alumni
jeffreymanuel@gmail.com,jeffreymanuel388,Jeffrey Manuel,JeffreyManuel,8854669536,alumni
anthonywilliams@gmail.com,anthonywilliams856,Anthony Williams,AnthonyWilliams,5499481944,alumni
kylemullen@gmail.com,kylemullen788,Kyle Mullen,KyleMullen,5418983078,alumni
danielburnette@gmail.com,danielburnette456,Daniel Burnette,DanielBurnette,3457998620,alumni
ronnieforson@gmail.com,ronnieforson583,Ronnie Forson,RonnieForson,5599364444,alumni
davidellerbee@gmail.com,davidellerbee452,David Ellerbee,DavidEllerbee,8249898294,alumni
josephjordan@gmail.com,josephjordan741,Joseph Jordan,JosephJordan,9854679220,alumni
colemanfrazier@gmail.com,colemanfrazier626,Coleman Frazier,ColemanFrazier,3220613302,alumni
bradleyfirestine@gmail.com,bradleyfirestine666,Bradley Firestine,BradleyFirestine,3292222594,alumni
thomasdrake@gmail.com,thomasdrake449,Thomas Drake,ThomasDrake,8648339180,alumni
matthewcaywood@gmail.com,matthewcaywood770,Matthew Caywood,MatthewCaywood,8507993038,alumni
jeffreybillings@gmail.com,jeffreybillings792,Jeffrey Billings,JeffreyBillings,5925286791,alumni
herbertjones@gmail.com,herbertjones347,Herbert Jones,HerbertJones,5453766065,alumni
briansanchez@gmail.com,briansanchez443,Brian Sanchez,BrianSanchez,1609848051,alumni
jimmywashington@gmail.com,jimmywashington272,Jimmy Washington,JimmyWashington,6284089989,alumni
rudolphmcnamara@gmail.com,rudolphmcnamara619,Rudolph Mcnamara,RudolphMcnamara,4606438445,alumni
marionhutchison@gmail.com,marionhutchison925,Marion Hutchison,MarionHutchison,5258798384,alumni
justinbrooks@gmail.com,justinbrooks687,Justin Brooks,JustinBrooks,8936856133,alumni
stevencondon@gmail.com,stevencondon301,Steven Condon,StevenCondon,7649152683,alumni
benjamintorres@gmail.com,benjamintorres607,Benjamin Torres,BenjaminTorres,2883781029,alumni
frederickspears@gmail.com,frederickspears959,Frederick Spears,FrederickSpears,6549701124,alumni
robertwun@gmail.com,robertwun626,Robert Wun,RobertWun,7850143275,alumni
stevenarchibald@gmail.com,stevenarchibald442,Steven Archibald,StevenArchibald,9276546849,alumni
damonkenison@gmail.com,damonkenison336,Damon Kenison,DamonKenison,3145326978,alumni
lewislongie@gmail.com,lewislongie599,Lewis Longie,LewisLongie,1169146930,alumni
rayfleming@gmail.com,rayfleming912,Ray Fleming,RayFleming,4641759622,alumni
richardking@gmail.com,richardking369,Richard King,RichardKing,9043880589,alumni
hermanchick@gmail.com,hermanchick396,Herman Chick,HermanChick,4535787816,alumni
matthaugen@gmail.com,matthaugen591,Matt Haugen,MattHaugen,5289138821,alumni
josecondon@gmail.com,josecondon994,Jose Condon,JoseCondon,6140691406,alumni
jaywine@gmail.com,jaywine249,Jay Wine,JayWine,6102803730,alumni
floydthomson@gmail.com,floydthomson784,Floyd Thomson,FloydThomson,3829273646,alumni
michaelspore@gmail.com,michaelspore166,Michael Spore,MichaelSpore,9933311690,alumni
michaelvilla@gmail.com,michaelvilla503,Michael Villa,MichaelVilla,9573925704,alumni
brendanhathaway@gmail.com,brendanhathaway900,Brendan Hathaway,BrendanHathaway,3329891555,alumni
sergioclayton@gmail.com,sergioclayton414,Sergio Clayton,SergioClayton,8316499199,alumni
benitofrye@gmail.com,benitofrye670,Benito Frye,BenitoFrye,9648006226,alumni
thomaslambert@gmail.com,thomaslambert104,Thomas Lambert,ThomasLambert,3421084805,alumni
perrywalstrum@gmail.com,perrywalstrum644,Perry Walstrum,PerryWalstrum,3187475462,student
antoniomartin@gmail.com,antoniomartin467,Antonio Martin,AntonioMartin,9820291221,student
michaelcamp@gmail.com,michaelcamp943,Michael Camp,MichaelCamp,4936335427,student
henryreed@gmail.com,henryreed693,Henry Reed,HenryReed,9539405791,student
johnmandrell@gmail.com,johnmandrell254,John Mandrell,JohnMandrell,7715239553,student
roscoemurphy@gmail.com,roscoemurphy937,Roscoe Murphy,RoscoeMurphy,4701970637,student
donaldhowell@gmail.com,donaldhowell353,Donald Howell,DonaldHowell,8575487838,student
cyruscummings@gmail.com,cyruscummings249,Cyrus Cummings,CyrusCummings,5153757739,student
raulwesterman@gmail.com,raulwesterman609,Raul Westerman,RaulWesterman,5225592893,student
richardmacleod@gmail.com,richardmacleod800,Richard Macleod,RichardMacleod,4905273201,student
leejones@gmail.com,leejones211,Lee Jones,LeeJones,6406531892,student
williamdavis@gmail.com,williamdavis466,William Davis,WilliamDavis,1883970568,student
paulpoche@gmail.com,paulpoche331,Paul Poche,PaulPoche,6476838198,student
robertallery@gmail.com,robertallery916,Robert Allery,RobertAllery,9664726885,student
dennisdavies@gmail.com,dennisdavies298,Dennis Davies,DennisDavies,5057684732,student
matthewroberts@gmail.com,matthewroberts528,Matthew Roberts,MatthewRoberts,8472444822,student
georgeclark@gmail.com,georgeclark266,George Clark,GeorgeClark,4270228610,student
thomasthomas@gmail.com,thomasthomas243,Thomas Thomas,ThomasThomas,3784763861,student
jerrodscott@gmail.com,jerrodscott786,Jerrod Scott,JerrodScott,2677912972,student
mohameddini@gmail.com,mohameddini558,Mohamed Dini,MohamedDini,2422628898,student
michaellocklear@gmail.com,michaellocklear895,Michael Locklear,MichaelLocklear,2924768772,student
johncastillo@gmail.com,johncastillo475,John Castillo,JohnCastillo,2842330916,student
richardlazar@gmail.com,richardlazar658,Richard Lazar,RichardLazar,4341711954,student
leekeller@gmail.com,leekeller791,Lee Keller,LeeKeller,7140357772,student
ronaldnavarra@gmail.com,ronaldnavarra720,Ronald Navarra,RonaldNavarra,9573161036,student
markbraden@gmail.com,markbraden322,Mark Braden,MarkBraden,9928031182,student
charlesgreenwood@gmail.com,charlesgreenwood592,Charles Greenwood,CharlesGreenwood,8406829024,student
michaelpeck@gmail.com,michaelpeck512,Michael Peck,MichaelPeck,6143177584,student
jospeharp@gmail.com,jospeharp545,Jospeh Arp,JospehArp,3779164980,student
stephenwaldron@gmail.com,stephenwaldron341,Stephen Waldron,StephenWaldron,5644783307,student
georgesmith@gmail.com,georgesmith965,George Smith,GeorgeSmith,4270310962,student
geraldvolcko@gmail.com,geraldvolcko689,Gerald Volcko,GeraldVolcko,9535769302,student
keithgarcia@gmail.com,keithgarcia264,Keith Garcia,KeithGarcia,4088789068,student
thomasoconnell@gmail.com,thomasoconnell814,Thomas Oconnell,ThomasOconnell,2538640802,student
davidsotello@gmail.com,davidsotello563,David Sotello,DavidSotello,1574150560,student
dannyfreeman@gmail.com,dannyfreeman661,Danny Freeman,DannyFreeman,1394182889,student
harrisdennis@gmail.com,harrisdennis536,Harris Dennis,HarrisDennis,4135736884,student
erichalstead@gmail.com,erichalstead635,Eric Halstead,EricHalstead,1574378327,student
adamrussell@gmail.com,adamrussell631,Adam Russell,AdamRussell,5278387384,student
robertnewton@gmail.com,robertnewton766,Robert Newton,RobertNewton,6707836198,student
albertcarrington@gmail.com,albertcarrington530,Albert Carrington,AlbertCarrington,8982611791,student
sethdoleman@gmail.com,sethdoleman229,Seth Doleman,SethDoleman,8792206905,student
williedennis@gmail.com,williedennis402,Willie Dennis,WillieDennis,8213914873,student
gaylehunter@gmail.com,gaylehunter520,Gayle Hunter,GayleHunter,7795187317,student
donaldhinerman@gmail.com,donaldhinerman954,Donald Hinerman,DonaldHinerman,4146625604,student
thomasmartinez@gmail.com,thomasmartinez497,Thomas Martinez,ThomasMartinez,3865137712,student
anthonydavis@gmail.com,anthonydavis461,Anthony Davis,AnthonyDavis,1155199991,student
juliomclaughlin@gmail.com,juliomclaughlin185,Julio Mclaughlin,JulioMclaughlin,8249035815,student
henrydavis@gmail.com,henrydavis816,Henry Davis,HenryDavis,6649168033,student
tyhogan@gmail.com,tyhogan212,Ty Hogan,TyHogan,5455473970,student
henrywhittaker@gmail.com,henrywhittaker360,Henry Whittaker,HenryWhittaker,9052612011,student
spencerbrowning@gmail.com,spencerbrowning445,Spencer Browning,SpencerBrowning,4971504741,student
victorbrooks@gmail.com,victorbrooks898,Victor Brooks,VictorBrooks,3418011984,student
brianiglesia@gmail.com,brianiglesia604,Brian Iglesia,BrianIglesia,9680719161,student
chadfrench@gmail.com,chadfrench928,Chad French,ChadFrench,5469269157,student
edwardbroom@gmail.com,edwardbroom167,Edward Broom,EdwardBroom,1409385857,student
davidcrouch@gmail.com,davidcrouch623,David Crouch,DavidCrouch,7217058915,student
brianberlinski@gmail.com,brianberlinski955,Brian Berlinski,BrianBerlinski,2725727524,student
kevinpark@gmail.com,kevinpark686,Kevin Park,KevinPark,4754271375,student
phillipgray@gmail.com,phillipgray517,Phillip Gray,PhillipGray,6593875899,student
wilburwhicker@gmail.com,wilburwhicker333,Wilbur Whicker,WilburWhicker,8504555973,student
brucemcwhorter@gmail.com,brucemcwhorter783,Bruce Mcwhorter,BruceMcwhorter,8993462442,student
